"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SOH","SOD","SOA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH","X","X.1","X.2","X.3","X.4","X.5","X.6"
"305","SP1","04/04/04","La Coruna","Betis",2,2,"D",2,1,"H",1.533,3.4,6,1.55,3.6,6.1,1.65,3.3,4.4,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6,1.75,1.95,1.95,1.85,2.05,1.7,-1,1.8,2.05,-0.75,1.85,2.05,-0.75,NA,NA,NA,NA,NA,NA,NA
"306","SP1","04/04/04","Mallorca","Sociedad",1,1,"D",0,1,"A",2.25,3.25,2.75,2.3,3.25,2.9,2.3,3,2.7,2.2,3.2,2.8,2.3,3,2.88,2.3,3,2.87,2.25,3.1,2.8,1.85,1.85,2,1.8,1.7,2.05,0,NA,NA,NA,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"307","SP1","04/04/04","Osasuna","Malaga",1,1,"D",1,0,"H",1.909,3.2,3.6,2,3.1,3.8,2.1,2.9,3.2,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3,2.2,1.71,2.2,1.65,1.45,2.6,0,1.85,2,-0.25,1.825,2.075,-0.25,NA,NA,NA,NA,NA,NA,NA
"308","SP1","04/04/04","Valencia","Murcia",2,0,"H",0,0,"D",1.222,5.5,13,1.2,5.7,13,1.2,5,10,1.2,5,11,1.2,5,13,1.2,5,13,1.2,5,11,1.55,2.25,1.7,2.1,1.5,2.45,-1.25,1.8,2.05,-1.5,1.825,2.075,-1.5,NA,NA,NA,NA,NA,NA,NA
"309","SP1","04/04/04","Zaragoza","Santander",2,2,"D",1,0,"H",1.909,3.2,3.6,2,3.2,3.65,1.9,3,3.6,1.8,3.25,3.75,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3,1.85,1.85,2.05,1.75,1.45,2.6,0,1.75,2.1,-0.25,1.8,2.1,-0.25,NA,NA,NA,NA,NA,NA,NA
"310","SP1","10/04/04","Celta","Sevilla",0,0,"D",0,0,"D",2.2,3.25,3.2,2.1,3.3,3.3,2,3.1,3.2,2.1,3.2,3,2.2,3.1,3,2.1,3.1,3.2,2.2,3,3,2,1.71,1.95,1.85,1.5,2.45,0,1.8,2.05,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"311","SP1","10/04/04","Malaga","Ath Madrid",3,1,"H",2,1,"H",2.2,3.25,2.8,2.25,3.2,3.1,2.3,2.9,2.8,2.2,3,3,2.2,3.1,3,2.2,3.1,3,2.2,3,3,1.85,1.85,1.95,1.85,1.65,2.15,0,2.05,1.8,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"312","SP1","10/04/04","Valladolid","Barcelona",1,3,"A",0,2,"A",3,3.25,2.1,3.35,3.25,2.1,3.2,2.9,2.1,3.2,3.2,2,3.2,3.1,2.1,3.2,3.1,2.1,3.3,3.1,2,1.9,1.79,1.95,1.85,2,1.85,0.25,2,1.85,0.25,2.05,1.85,0.25,NA,NA,NA,NA,NA,NA,NA
"313","SP1","11/04/04","Betis","Mallorca",0,2,"A",0,1,"A",1.833,3.25,3.75,1.9,3.25,4,1.85,3,3.8,1.833,3.2,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.1,4,1.95,1.75,2,1.8,1.6,2.2,-0.25,1.8,2.05,-0.5,1.9,2,-0.5,NA,NA,NA,NA,NA,NA,NA
"314","SP1","11/04/04","Espanol","Albacete",1,1,"D",0,1,"A",2,3.25,3.25,2,3.25,3.65,1.9,3.1,3.5,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6,1.95,1.75,2,1.8,1.45,2.6,0,1.95,1.9,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"315","SP1","11/04/04","Real Madrid","Osasuna",0,3,"A",0,2,"A",1.364,4.333,9,1.35,4.25,9.5,1.3,4.2,8,1.3,4,9,1.3,4.2,9,1.3,4.2,9,1.3,4,9.5,1.65,2.05,1.75,2.05,1.6,2.2,-1,1.9,1.95,-1.25,1.9,2,-1.25,NA,NA,NA,NA,NA,NA,NA
"316","SP1","11/04/04","Santander","Ath Bilbao",1,2,"A",0,1,"A",2.25,3.25,2.75,2.3,3.2,3,2.4,2.8,2.8,2.25,3,2.875,2.2,3.1,3,2.2,3.1,3,2.25,3.1,2.8,1.85,1.85,1.9,1.9,1.76,1.95,0,2.05,1.8,-0.25,2.075,1.825,-0.25,NA,NA,NA,NA,NA,NA,NA
"317","SP1","11/04/04","Sociedad","Murcia",2,0,"H",0,0,"D",1.5,3.5,6,1.48,3.75,7,1.4,3.9,6,1.5,3.4,6,1.44,3.6,7,1.44,3.6,7,1.44,3.5,7,1.71,2,2,1.8,1.7,2.05,-1,NA,NA,NA,2.1,1.8,-1.25,NA,NA,NA,NA,NA,NA,NA
"318","SP1","11/04/04","Villarreal","La Coruna",0,2,"A",0,1,"A",2.625,3.2,2.375,2.8,3.3,2.37,2.5,3,2.5,2.75,3,2.375,2.75,3,2.38,2.75,3,2.37,2.62,3.1,2.37,1.85,1.85,2,1.8,2.1,1.77,0,2.05,1.8,0,2.1,1.8,0,NA,NA,NA,NA,NA,NA,NA
"319","SP1","11/04/04","Zaragoza","Valencia",0,1,"A",0,0,"D",3.5,3.25,1.909,3.75,3.3,1.95,3.2,3.1,2,3.4,3,2,3.4,3.1,2,3.4,3.1,2,3.5,3.2,1.9,2,1.71,2,1.8,2.15,1.65,0.25,1.85,2,0.5,1.85,2.05,0.5,NA,NA,NA,NA,NA,NA,NA
"320","SP1","14/04/04","Betis","Barcelona",1,1,"D",1,1,"D",2.87,3.2,2.2,3.1,3.25,2.2,3,2.9,2.2,2.8,3.2,2.2,NA,NA,NA,3,3.1,2.2,3.3,3.1,2,1.85,1.85,1.9,1.9,1.9,1.95,0.25,1.9,1.95,0.25,2.025,1.875,0.25,NA,NA,NA,NA,NA,NA,NA
"321","SP1","17/04/04","Ath Bilbao","Zaragoza",4,0,"H",1,0,"H",1.8,3.25,4,1.95,3.25,3.8,1.75,3.1,4.2,1.8,3.25,3.75,1.8,3.2,4,1.8,3.2,4,1.8,3.1,4,1.79,1.9,1.95,1.85,1.67,2.1,-0.25,1.95,1.9,-0.5,1.975,1.925,-0.5,NA,NA,NA,NA,NA,NA,NA
"322","SP1","17/04/04","Ath Madrid","Real Madrid",1,2,"A",0,1,"A",3,3.3,2.25,3.45,3.25,2.05,3.2,3.1,2,3,3.2,2.1,2.8,3.2,2.25,3.1,3.2,2.1,3.2,3,2.1,1.71,2,1.75,2.05,2.12,1.75,0.25,2.1,1.75,0.25,2.1,1.8,0.25,NA,NA,NA,NA,NA,NA,NA
"323","SP1","17/04/04","La Coruna","Valladolid",1,1,"D",0,1,"A",1.444,3.75,6.5,1.48,3.75,7,1.5,3.5,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.44,3.75,6.5,1.44,3.6,6.5,1.79,1.9,1.8,2,2.05,1.7,-1.25,2.15,1.7,-1.25,1.9,2,-1,NA,NA,NA,NA,NA,NA,NA
"324","SP1","18/04/04","Albacete","Celta",0,2,"A",0,1,"A",2.2,3.25,2.8,2.3,3.25,2.9,2.2,3,2.9,2,3.2,3.2,2.25,3.1,2.9,2.25,3.1,2.9,2.1,3.3,2.87,1.85,1.85,2.05,1.75,1.7,2.05,0,2,1.85,-0.25,2.075,1.825,-0.25,NA,NA,NA,NA,NA,NA,NA
"325","SP1","18/04/04","Barcelona","Malaga",3,0,"H",3,0,"H",1.5,3.75,7,1.48,3.75,7,1.45,3.8,5.4,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7,1.71,2,1.85,1.95,2,1.75,-1.25,1.8,2.05,-1,1.9,2,-1,NA,NA,NA,NA,NA,NA,NA
"326","SP1","18/04/04","Mallorca","Villarreal",1,2,"A",1,1,"D",2,3.25,3.25,2,3.25,3.6,1.85,3.1,3.6,2,3.2,3.2,2.1,3.1,3.2,2,3.1,3.4,2,3,3.4,1.9,1.79,1.95,1.85,1.7,2.05,-0.25,1.95,1.9,-0.5,2,1.9,-0.5,NA,NA,NA,NA,NA,NA,NA
"327","SP1","18/04/04","Murcia","Betis",0,1,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.37,2.75,3.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","SP1","18/04/04","Osasuna","Espanol",1,3,"A",0,1,"A",1.667,3.4,4.5,1.78,3.3,4.5,1.75,3.1,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.25,4.2,1.95,1.75,2.05,1.75,2.05,1.7,-0.75,1.85,2,-0.5,1.8,2.1,-0.5,NA,NA,NA,NA,NA,NA,NA
"329","SP1","18/04/04","Sevilla","Santander",5,2,"H",2,0,"H",1.909,3.25,3.5,2,3.25,3.6,1.9,2.9,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3.1,3.6,2,1.71,2.05,1.75,1.7,2.05,-0.25,2,1.85,-0.5,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"330","SP1","18/04/04","Valencia","Sociedad",2,2,"D",0,0,"D",1.4,3.75,7.5,1.4,3.85,8.75,1.35,4,7,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8,1.75,1.95,1.85,1.95,2.15,1.65,-1.25,1.9,1.95,-1,1.875,2.025,-1,NA,NA,NA,NA,NA,NA,NA
"331","SP1","24/04/04","Espanol","Ath Madrid",3,1,"H",0,0,"D",2.1,3.25,3,2.2,3.1,3.1,2.3,3,2.7,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3,1.9,1.79,2.05,1.75,1.6,2.2,0,1.9,1.95,-0.5,1.95,1.95,-0.5,NA,NA,NA,NA,NA,NA,NA
"332","SP1","24/04/04","Malaga","La Coruna",1,1,"D",1,1,"D",2.6,3.25,2.6,2.6,3.15,2.5,2.5,3,2.5,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.6,3.1,2.4,1.85,1.85,1.9,1.9,2.3,1.55,-0.5,1.75,2.1,0.5,2.05,1.85,0,NA,NA,NA,NA,NA,NA,NA
"333","SP1","25/04/04","Ath Bilbao","Valencia",1,1,"D",1,1,"D",3.1,3.2,2.25,3.1,3.2,2.15,2.8,2.9,2.3,2.75,3.2,2.25,2.88,3.2,2.2,2.88,3.2,2.2,2.87,3,2.25,NA,NA,2,1.8,1.85,2,0.5,1.9,1.95,0.5,1.925,1.975,0.5,NA,NA,NA,NA,NA,NA,NA
"334","SP1","25/04/04","Betis","Sociedad",2,1,"H",2,1,"H",2.2,3.25,2.8,2.2,3.15,3.05,2,2.9,3.4,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.88,2.2,3,3,2,1.71,2.1,1.7,1.65,2.15,0,2.05,1.8,-0.5,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"335","SP1","25/04/04","Celta","Osasuna",1,0,"H",0,0,"D",1.9,3.25,3.5,1.9,3.3,3.7,NA,NA,NA,1.83,3.2,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.3,3.3,2.15,1.6,2.1,1.7,1.65,2.15,-0.5,1.9,1.95,-0.5,1.975,1.925,-0.5,NA,NA,NA,NA,NA,NA,NA
"336","SP1","25/04/04","Real Madrid","Barcelona",1,2,"A",0,0,"D",2,3.2,3.75,1.93,3.25,3.6,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.1,3.6,1.65,2.05,1.8,2,1.65,2.15,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"337","SP1","25/04/04","Santander","Albacete",0,2,"A",0,1,"A",2.1,3.25,3,2.05,3.2,3.35,2,2.9,3.4,2,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.1,3.1,1.85,1.85,2,1.8,1.8,2.05,-0.5,1.8,2.05,-0.5,1.8,2.1,-0.5,NA,NA,NA,NA,NA,NA,NA
"338","SP1","25/04/04","Valladolid","Mallorca",1,3,"A",0,1,"A",2,3.25,3.25,2,3.15,3.55,2,2.8,3.6,2,3,3.4,2.05,3,3.4,2.05,3,3.4,2,3,3.4,1.95,1.75,2.05,1.75,1.7,2.05,0,1.9,1.95,-0.5,1.975,1.925,-0.5,NA,NA,NA,NA,NA,NA,NA
"339","SP1","25/04/04","Villarreal","Murcia",1,0,"H",0,0,"D",1.44,3.75,6.5,1.4,3.85,8,1.3,4.2,8,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.75,1.95,1.85,1.95,1.4,2.6,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","SP1","25/04/04","Zaragoza","Sevilla",4,4,"D",2,1,"H",2.25,3.25,2.75,2.3,3.2,2.85,2.2,2.9,3,2.25,3,2.88,2.25,3.1,2.88,2.25,3.1,2.88,2.3,3,2.8,2,1.71,2.1,1.7,1.7,2.05,0,2.05,1.8,-0.5,2.075,1.825,-0.5,NA,NA,NA,NA,NA,NA,NA
"341","SP1","01/05/04","Ath Madrid","Celta",3,2,"H",3,1,"H",2,3.2,3.2,2.05,3.25,3.4,2.2,2.9,3,1.91,3.2,3.5,2.1,3.2,3,1.9,3.3,3.3,2.1,3.2,3,1.9,1.79,2,1.8,2,1.85,-0.25,NA,NA,NA,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"342","SP1","01/05/04","La Coruna","Real Madrid",2,0,"H",1,0,"H",3.2,3.25,2.2,3.25,3.25,2.1,2.7,3,2.3,3,3.2,2.1,3.2,3.4,2.1,3.3,3.3,1.9,3,3.25,2.1,1.85,1.85,1.8,2,2.05,1.8,0.25,NA,NA,NA,2.075,1.825,0.25,NA,NA,NA,NA,NA,NA,NA
"343","SP1","02/05/04","Albacete","Zaragoza",3,1,"H",1,0,"H",2.25,3.2,2.75,2.3,3.2,2.9,2.1,2.9,3.2,2.1,3.2,3,2.3,3,2.8,2.2,2.87,3.1,2.3,3,2.8,1.95,1.75,2.05,1.75,1.7,2.05,0,NA,NA,NA,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"344","SP1","02/05/04","Barcelona","Espanol",4,1,"H",2,1,"H",1.44,4,7.5,1.4,3.85,8.8,1.45,3.8,5.4,1.36,3.75,8,1.4,4,8.5,1.33,4,8,1.4,3.75,7.5,1.71,2,1.75,2.05,2.05,1.7,-1.25,1.75,2.1,-1,1.8,2.1,-1,NA,NA,NA,NA,NA,NA,NA
"345","SP1","02/05/04","Mallorca","Malaga",2,1,"H",1,0,"H",1.8,3.2,4,1.75,3.4,4,1.8,3.1,3.8,1.83,3.25,3.6,1.85,3.25,3.6,1.72,3.4,4,1.8,3.25,4,NA,NA,2,1.8,2.12,1.63,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5,NA,NA,NA,NA,NA,NA,NA
"346","SP1","02/05/04","Murcia","Valladolid",2,1,"H",1,1,"D",3.5,3.2,1.9,3.75,3.3,1.85,NA,NA,NA,3.5,3.2,1.91,3.4,3.25,1.91,3.6,3.3,1.83,3.75,3.25,1.8,NA,NA,NA,NA,2.2,1.6,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","SP1","02/05/04","Osasuna","Santander",1,2,"A",0,0,"D",1.9,3.25,3.4,2,3.2,3.5,2.1,2.9,3.2,1.91,3.2,3.5,2,3.2,3.2,1.9,3.25,3.4,2,3.2,3.2,1.95,1.75,2.05,1.75,1.75,2,-0.25,NA,NA,NA,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"348","SP1","02/05/04","Sevilla","Ath Bilbao",2,0,"H",1,0,"H",2.1,3.2,3,2.15,3.2,3.1,2.2,2.9,3,2.1,3,3.2,2.2,3.1,2.9,2.1,3.1,3.1,2.2,3.1,2.9,1.95,1.75,2,1.8,1.6,2.2,0,1.9,1.95,-0.25,1.95,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA
"349","SP1","02/05/04","Sociedad","Villarreal",2,2,"D",1,1,"D",1.8,3.25,4,1.75,3.3,4.5,1.8,3.1,3.8,1.67,3.4,4.33,1.73,3.3,4.2,1.72,3.25,4.2,1.67,3.4,4.33,1.95,1.75,2,1.8,2.05,1.7,-1,1.85,2,-0.75,1.9,2,-0.75,NA,NA,NA,NA,NA,NA,NA
"350","SP1","02/05/04","Valencia","Betis",2,0,"H",1,0,"H",1.4,3.75,7,1.4,3.85,8.8,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5,1.4,3.75,7.5,1.85,1.85,1.9,1.9,2.05,1.7,-1.25,1.8,2.05,-1,1.8,2.1,-1,NA,NA,NA,NA,NA,NA,NA
"351","SP1","08/05/04","Celta","Barcelona",1,0,"H",1,0,"H",3.75,3.5,1.9,3.5,3.3,1.85,2.9,3,2.2,3.6,3.4,1.8,3.6,3.4,1.95,3.5,3.25,1.91,3.6,3.3,1.83,1.79,1.9,1.85,1.95,1.65,2.15,0.75,1.95,1.9,0.5,1.925,1.975,0.5,NA,NA,NA,NA,NA,NA,NA
"352","SP1","08/05/04","Real Madrid","Mallorca",2,3,"A",1,3,"A",1.36,4.5,8,1.3,4.25,8,1.35,4,7,1.36,4,7,1.33,4.5,9,1.3,4.5,8,1.33,4,8,1.55,2.25,1.66,2.15,2.1,1.54,-1.5,2.05,1.8,-1.5,2.125,1.775,-1.5,NA,NA,NA,NA,NA,NA,NA
"353","SP1","09/05/04","Ath Bilbao","Albacete",1,1,"D",0,0,"D",1.61,3.5,4.5,1.57,3.45,5,1.55,3.5,4.8,1.67,3.25,4.5,1.62,3.4,5,1.62,3.4,5,1.66,3.1,5,1.85,1.85,1.9,1.9,2.05,1.7,-1,1.9,1.95,-0.75,1.9,2,-0.75,NA,NA,NA,NA,NA,NA,NA
"354","SP1","09/05/04","Espanol","La Coruna",2,0,"H",1,0,"H",2.2,3.25,2.75,2.15,3.25,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.2,2.75,1.95,1.75,2,1.8,1.55,2.3,0,1.9,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","SP1","09/05/04","Malaga","Murcia",1,0,"H",0,0,"D",1.4,3.75,7,1.38,3.9,6.9,1.35,4,7,1.33,4,8,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7,1.75,1.95,NA,NA,1.38,2.49,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","SP1","09/05/04","Santander","Ath Madrid",2,2,"D",0,1,"A",2.2,3.25,2.75,2.15,3.1,3,2.1,2.8,3.3,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.25,3.1,2.8,1.85,1.85,2,1.8,0.9,2.2,0,2,1.85,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"357","SP1","09/05/04","Sevilla","Valencia",0,2,"A",0,1,"A",3.25,3.2,2.2,3.15,3.2,2,3.3,2.8,2.1,3.2,3,2.1,3.4,3.2,2.1,3.2,3.1,2.1,3,3,2.2,2,1.71,2.05,1.75,2,1.85,0.25,2,1.85,0.25,2,1.9,0.25,NA,NA,NA,NA,NA,NA,NA
"358","SP1","09/05/04","Valladolid","Sociedad",2,2,"D",1,2,"A",2.37,3.1,2.62,2.25,3.2,2.7,2.3,3,2.7,2.25,3,2.88,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.85,1.85,2,1.8,1.65,2.15,0,2.05,1.8,-0.25,2.125,1.775,-0.25,NA,NA,NA,NA,NA,NA,NA
"359","SP1","09/05/04","Villarreal","Betis",1,0,"H",0,0,"D",2.1,3.2,3,2.05,3.2,3.05,2.2,2.9,3,1.91,3.2,3.5,2.1,3.2,3.1,2.1,3.2,3.1,2,3.1,3.3,2,1.71,2.1,1.7,1.9,1.95,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,NA,NA,NA,NA,NA,NA,NA
"360","SP1","09/05/04","Zaragoza","Osasuna",1,0,"H",0,0,"D",2,3.2,3.2,1.95,3.25,3.25,1.75,3.3,3.8,1.91,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3,2.05,1.65,2.1,1.7,1.67,2.1,-0.25,2,1.85,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"361","SP1","14/05/04","Villarreal","Valencia",2,1,"H",2,1,"H",NA,NA,NA,NA,NA,NA,1.75,3.3,3.8,NA,NA,NA,NA,NA,NA,1.53,3.75,4.75,1.61,3.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","SP1","15/05/04","Betis","Valladolid",1,0,"H",0,0,"D",2.3,3.4,2.5,2.5,3.3,2.35,2.3,3.2,2.5,NA,NA,NA,2.3,3.4,2.6,2.3,3.4,2.6,2.3,3.3,2.6,1.9,1.79,1.95,1.85,1.42,2.35,0.5,NA,NA,NA,1.775,2.125,0,NA,NA,NA,NA,NA,NA,NA
"363","SP1","15/05/04","La Coruna","Celta",3,0,"H",3,0,"H",2.6,3.4,2.25,NA,NA,NA,2.4,3.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.4,2.3,NA,NA,1.95,1.85,NA,NA,NA,NA,NA,NA,1.8,2.1,0.25,NA,NA,NA,NA,NA,NA,NA
"364","SP1","16/05/04","Albacete","Sevilla",1,4,"A",0,1,"A",2.37,3.1,2.62,2.35,3.15,2.6,2,3.2,3.1,2.38,3,2.75,NA,NA,NA,2.3,3.1,2.8,2.2,3.2,2.8,1.95,1.75,1.9,1.9,2.35,1.42,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","SP1","16/05/04","Ath Madrid","Zaragoza",1,2,"A",0,0,"D",1.72,3.4,4,1.7,3.4,4.2,1.8,3.1,3.8,1.73,3.4,4,1.75,3.4,4,1.75,3.4,4,1.72,3.25,4.2,1.85,1.85,1.85,1.95,2.05,1.8,-0.75,2.04,1.8,-0.75,1.95,1.95,-0.5,NA,NA,NA,NA,NA,NA,NA
"366","SP1","16/05/04","Barcelona","Santander",1,0,"H",1,0,"H",1.33,4,8,1.33,4.25,7.5,1.45,3.8,5.4,1.4,4,6.5,1.36,4.2,7,1.36,4.2,7,1.36,4,7,1.65,2.05,1.75,2.05,1.85,2,-1.25,1.88,1.96,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","SP1","16/05/04","Mallorca","Espanol",4,2,"H",0,2,"A",NA,NA,NA,NA,NA,NA,2.4,3.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.75,2.8,1.65,2.05,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","SP1","16/05/04","Murcia","Real Madrid",2,1,"H",2,0,"H",7,3.75,1.4,7.5,4.25,1.33,5.4,3.5,1.5,6,3.75,1.44,7.5,4,1.44,6.5,4,1.4,6.5,4.2,1.36,1.65,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","SP1","16/05/04","Osasuna","Ath Bilbao",1,2,"A",0,0,"D",3,3.2,2.1,3,3.3,2,3.1,3,2.1,2.75,3.2,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.71,2.05,1.75,NA,NA,NA,2.12,1.72,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","SP1","16/05/04","Sociedad","Malaga",1,1,"D",0,0,"D",1.83,3.4,3.5,1.7,3.4,4.2,1.7,3.3,4,1.8,3.25,3.75,1.75,3.4,4,1.75,3.4,4,1.72,3.4,4,1.9,1.79,1.9,1.9,1.7,1.88,-0.5,1.78,2.06,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","SP1","23/05/04","Ath Bilbao","Ath Madrid",3,4,"A",1,3,"A",2.3,3.4,2.5,2.3,3.25,2.6,2,3.1,3.2,2.25,3.4,2.62,2.38,3.4,2.5,2.38,3.4,2.5,2.5,3.4,2.3,NA,NA,NA,NA,2.1,1.77,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","SP1","23/05/04","Celta","Mallorca",1,2,"A",0,0,"D",NA,NA,NA,NA,NA,NA,1.55,3.5,4.8,1.44,3.75,6,1.44,3.75,6,1.44,3.75,6,1.5,3.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","SP1","23/05/04","Espanol","Murcia",2,0,"H",0,0,"D",1.28,4.5,8,1.28,4.25,9,1.3,4.2,8,1.29,4.5,8,1.29,4.5,8,1.29,4.5,8,1.28,4.2,9,NA,NA,NA,NA,1.28,2.89,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","SP1","23/05/04","Malaga","Betis",2,3,"A",2,0,"H",1.9,3.25,3.4,1.9,3.2,3.5,1.9,3.1,3.5,1.83,3.2,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.1,3.6,NA,NA,NA,NA,1.9,1.67,-0.5,NA,NA,NA,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"375","SP1","23/05/04","Real Madrid","Sociedad",1,4,"A",1,3,"A",1.4,4.2,6,1.4,4,6.25,1.4,3.9,6,1.36,4.33,6.5,1.5,4,6,1.4,4,6.5,1.5,3.6,5.5,NA,NA,NA,NA,1.4,2.44,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","SP1","23/05/04","Santander","La Coruna",0,1,"A",0,1,"A",NA,NA,NA,NA,NA,NA,2.7,3.4,2.1,2.88,3.6,2,2.62,3.75,2.1,2.62,3.75,2.1,2.7,3.6,2.1,NA,NA,NA,NA,1.8,2.05,0,NA,NA,NA,1.85,2.05,0,NA,NA,NA,NA,NA,NA,NA
"377","SP1","23/05/04","Sevilla","Osasuna",1,0,"H",0,0,"D",2.5,3.25,2.4,2.5,3.1,2.5,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,NA,NA,NA,NA,1.5,2.18,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","SP1","23/05/04","Valencia","Albacete",0,1,"A",0,0,"D",1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.7,5,1.36,4,7,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.8,5,NA,NA,NA,NA,1.5,2.17,-0.5,NA,NA,NA,1.8,2.1,-1,NA,NA,NA,NA,NA,NA,NA
