"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","GBAHH","GBAHA","GBAH","X","X.1","X.2","X.3","X.4","X.5"
"453","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","SP2","21/02/04","Malaga B","Alaves",2,1,"H",1,0,"H",2.9,2.6,2.5,2.95,2.5,2.55,2.7,2.5,2.5,2.9,2.5,2.6,3.05,2.6,2.35,2.3,1.46,1.9,1.81,0,NA,NA,NA,NA,NA,NA
"455","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","SP2","21/02/04","Vallecano","Terrassa",1,0,"H",1,0,"H",2.5,2.5,3.1,2.45,2.55,3,2.3,2.6,2.8,2.4,2.7,3,2.35,2.55,3.15,1.9,1.7,2.1,1.66,-0.25,NA,NA,NA,NA,NA,NA
"457","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","SP2","22/02/04","Almeria","Algeciras",2,2,"D",1,1,"D",2,2.5,4.5,2,2.6,4,2.1,2.4,3.5,1.9,2.62,4.5,2,2.65,3.85,1.95,1.66,2,1.58,-0.5,NA,NA,NA,NA,NA,NA
"459","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","SP2","22/02/04","Eibar","Salamanca",0,0,"D",0,0,"D",2.2,2.6,3.5,2.2,2.55,3.5,2.2,2.4,3.3,2.1,2.62,3.75,2.2,2.6,3.4,2.45,1.41,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"461","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","SP2","22/02/04","Elche","Poli Ejido",1,2,"A",1,2,"A",2,2.5,4.5,2,2.6,4,1.9,2.6,3.7,1.9,2.62,4.5,2,2.6,3.5,2.1,1.56,2,1.58,-0.5,NA,NA,NA,NA,NA,NA
"463","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","SP2","22/02/04","Leganes","Xerez",3,3,"D",1,1,"D",2.375,2.6,3.1,2.4,2.55,3.1,2.4,2.4,2.9,2.37,2.7,3,2.5,2.55,2.9,2.3,1.46,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"465","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","SP2","22/02/04","Numancia","Levante",3,1,"H",2,1,"H",2.5,2.5,3.1,2.4,2.55,3.1,2.3,2.4,3,2.37,2.5,3.25,2.45,2.55,2.95,2.45,1.41,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"467","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","SP2","22/02/04","Sp Gijon","Recreativo",0,0,"D",0,0,"D",1.8,2.7,5,1.75,2.7,5.25,1.75,2.5,4.8,1.75,2.7,5.5,1.8,2.8,4.5,2.2,1.51,1.75,1.78,-0.5,NA,NA,NA,NA,NA,NA
"469","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","SP2","22/02/04","Tenerife","Cordoba",1,0,"H",0,0,"D",2.5,2.5,3.1,2.5,2.55,2.95,2.5,2.3,2.9,2.5,2.6,2.9,2.3,2.55,3.2,2.45,1.41,1.66,2.1,0,NA,NA,NA,NA,NA,NA
"471","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","SP2","28/02/04","Las Palmas","Eibar",1,0,"H",0,0,"D",2.5,2.5,3.1,2.35,2.6,3.15,2.4,2.4,2.9,2.4,2.5,3.2,2.5,2.45,3.1,2.2,1.51,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"473","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","SP2","28/02/04","Recreativo","Almeria",1,0,"H",0,0,"D",1.9,2.7,4.33,1.85,2.7,4.6,1.85,2.4,4.5,1.9,2.7,4.33,1.9,2.7,4.15,2.3,1.46,1.85,1.7,-0.5,NA,NA,NA,NA,NA,NA
"475","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","SP2","28/02/04","Salamanca","Tenerife",2,2,"D",1,0,"H",1.9,2.7,4.33,1.85,2.7,4.6,1.85,2.4,4.5,1.9,2.7,4.33,2,2.6,3.95,2.2,1.51,1.85,1.7,-0.5,NA,NA,NA,NA,NA,NA
"477","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","SP2","28/02/04","Terrassa","Elche",1,1,"D",1,1,"D",2.2,2.62,3.4,2.1,2.6,3.7,2.1,2.5,3.3,2.2,2.6,3.5,2.2,2.6,3.35,2.2,1.51,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"479","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","SP2","28/02/04","Xerez","Numancia",0,1,"A",0,1,"A",2.5,2.75,2.75,2.5,2.5,3,2.4,2.4,2.9,2.5,2.5,3.1,2.45,2.45,3.15,2.1,1.56,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"481","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","SP2","29/02/04","Algeciras","Malaga B",0,0,"D",0,0,"D",2.3,2.62,3.2,2.4,2.5,3.2,2.4,2.5,2.8,2.37,2.6,3.25,2.4,2.45,3.2,2.1,1.56,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"483","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","SP2","29/02/04","Cordoba","Sp Gijon",4,1,"H",1,1,"D",3.1,2.5,2.5,3,2.5,2.5,2.7,2.5,2.5,2.9,2.6,2.5,2.6,2.7,2.6,2.3,1.46,1.95,1.77,0,NA,NA,NA,NA,NA,NA
"485","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","SP2","29/02/04","Levante","Ciudad de Murcia",0,0,"D",0,0,"D",1.66,2.87,5.5,1.7,2.8,5.3,1.7,2.7,4.4,1.66,2.87,5.5,NA,NA,NA,2,1.61,1.7,1.83,-0.5,NA,NA,NA,NA,NA,NA
"487","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","SP2","29/02/04","Poli Ejido","Leganes",2,1,"H",1,1,"D",2.2,2.75,3.25,2.1,2.6,3.7,2.2,2.6,3,2.2,2.6,3.5,2.2,2.6,3.35,2,1.61,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"489","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","SP2","29/02/04","Vallecano","Cadiz",2,0,"H",2,0,"H",2.37,2.5,3.25,2.2,2.6,3.4,2.2,2.6,3,2.3,2.6,3.25,2.2,2.65,3.3,2,1.61,1.75,1.97,0,NA,NA,NA,NA,NA,NA
"491","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","SP2","06/03/04","Almeria","Cordoba",1,1,"D",1,1,"D",2.5,2.55,3,2.5,2.5,3,2.4,2.4,2.9,2.5,2.5,3.1,2.5,2.5,2.95,2.1,1.56,2.5,1.36,-0.5,NA,NA,NA,NA,NA,NA
"493","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","SP2","06/03/04","Eibar","Levante",2,0,"H",0,0,"D",2.55,2.5,3,2.5,2.4,3.1,2.3,2.4,3,2.4,2.5,3.2,2.35,2.5,3.2,2.1,1.56,2.5,1.35,-0.5,NA,NA,NA,NA,NA,NA
"495","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","SP2","06/03/04","Getafe","Algeciras",3,0,"H",3,0,"H",1.615,3,6,1.7,2.75,5.5,1.7,2.6,4.8,1.66,2.87,5.5,1.7,2.8,5.2,2,1.61,1.7,1.83,-0.5,NA,NA,NA,NA,NA,NA
"497","SP2","06/03/04","Malaga B","Recreativo",0,0,"D",0,0,"D",2.75,2.45,2.75,2.65,2.5,2.8,2.5,2.3,2.9,2.6,2.5,2.9,2.6,2.45,2.9,2,1.61,2.65,1.32,-0.5,NA,NA,NA,NA,NA,NA
"498","SP2","07/03/04","Cadiz","Alaves",1,1,"D",0,0,"D",2.3,2.55,3.4,2.3,2.5,3.3,2.3,2.5,2.9,2.3,2.6,3.25,2.4,2.5,3.1,2.1,1.56,2.3,1.42,-0.5,NA,NA,NA,NA,NA,NA
"499","SP2","07/03/04","Ciudad de Murcia","Xerez",0,1,"A",0,1,"A",2.1,2.5,4,2.1,2.55,3.75,2.2,2.3,3.6,2.1,2.62,3.75,2.1,2.6,3.6,NA,NA,1.79,1.92,-0.25,NA,NA,NA,NA,NA,NA
"500","SP2","07/03/04","Elche","Vallecano",2,1,"H",0,1,"A",2.2,2.625,3.4,2.2,2.55,3.5,2.2,2.4,3.2,2.2,2.6,3.5,2.25,2.6,3.25,2,1.61,2.2,1.48,-0.5,NA,NA,NA,NA,NA,NA
"501","SP2","07/03/04","Leganes","Terrassa",1,0,"H",1,0,"H",2.7,2.5,2.8,2.6,2.5,2.9,2.5,2.6,2.6,2.5,2.6,2.9,2.5,2.55,2.9,2.1,1.56,2.6,1.34,-0.5,NA,NA,NA,NA,NA,NA
"502","SP2","07/03/04","Numancia","Poli Ejido",1,0,"H",1,0,"H",1.727,2.875,5,1.75,2.7,5.25,1.7,2.6,4.8,1.75,2.8,5,1.8,2.7,4.7,2,1.61,1.75,1.78,-0.5,NA,NA,NA,NA,NA,NA
"503","SP2","07/03/04","Sp Gijon","Salamanca",1,1,"D",0,0,"D",1.8,2.7,5,1.75,2.7,5.25,1.7,2.6,4.8,1.75,2.8,5,1.7,2.8,5.2,2.1,1.56,1.75,1.78,-0.5,NA,NA,NA,NA,NA,NA
"504","SP2","07/03/04","Tenerife","Las Palmas",2,0,"H",2,0,"H",2.375,2.6,3.1,2.45,2.5,3.1,2.3,2.4,3,2.4,2.5,3.2,2.35,2.55,3.15,2.1,1.56,2.45,1.38,-0.5,NA,NA,NA,NA,NA,NA
"505","SP2","13/03/04","Algeciras","Alaves",1,2,"A",1,2,"A",2.9,2.6,2.5,2.9,2.5,2.6,2.8,2.4,2.5,3,2.62,2.4,2.75,2.55,2.6,2.3,1.46,1.95,1.77,0,NA,NA,NA,NA,NA,NA
"506","SP2","13/03/04","Levante","Tenerife",1,0,"H",1,0,"H",1.8,2.75,5,1.8,2.7,5,1.8,2.5,4.4,1.75,2.8,5,1.8,2.6,5.1,2.3,1.46,1.8,1.75,-0.5,NA,NA,NA,NA,NA,NA
"507","SP2","13/03/04","Poli Ejido","Ciudad de Murcia",0,1,"A",0,0,"D",2.2,2.5,3.75,2.15,2.5,3.8,2.1,2.5,3.3,2.2,2.6,3.4,2.25,2.6,3.25,NA,NA,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"508","SP2","13/03/04","Recreativo","Getafe",2,0,"H",2,0,"H",2.25,2.5,3.5,2.3,2.5,3.4,2.3,2.3,3.2,2.25,2.6,3.3,2.25,2.55,3.3,2.45,1.41,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"509","SP2","13/03/04","Vallecano","Leganes",0,0,"D",0,0,"D",2.1,2.6,3.75,2.2,2.6,3.5,2,2.6,3.4,2.2,2.7,3.25,2.25,2.6,3.25,2,1.61,1.83,1.88,-0.25,NA,NA,NA,NA,NA,NA
"510","SP2","14/03/04","Cordoba","Malaga B",0,1,"A",0,1,"A",1.909,2.625,4.5,2,2.6,4,2,2.5,3.5,1.91,2.62,4.5,2.05,2.65,3.7,2.3,1.46,2,1.58,-0.5,NA,NA,NA,NA,NA,NA
"511","SP2","14/03/04","Elche","Cadiz",1,0,"H",1,0,"H",2.2,2.625,3.5,2.2,2.6,3.5,2.2,2.5,3.1,2.25,2.6,3.3,2.25,2.6,3.25,2.1,1.56,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"512","SP2","14/03/04","Las Palmas","Sp Gijon",1,2,"A",0,0,"D",2.7,2.6,2.7,2.7,2.5,2.8,2.6,2.5,2.6,2.62,2.62,2.7,2.65,2.6,2.65,2.1,1.56,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"513","SP2","14/03/04","Salamanca","Almeria",0,0,"D",0,0,"D",1.909,2.625,4.5,1.9,2.6,4.5,1.8,2.5,4.2,1.91,2.62,4.5,1.9,2.6,4.4,2.2,1.51,1.9,1.65,-0.5,NA,NA,NA,NA,NA,NA
"514","SP2","14/03/04","Terrassa","Numancia",0,1,"A",0,1,"A",2.5,2.625,2.9,2.6,2.5,2.9,2.6,2.4,2.7,2.6,2.6,2.75,2.65,2.6,2.65,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"515","SP2","14/03/04","Xerez","Eibar",1,1,"D",1,0,"H",2.5,2.625,2.9,2.5,2.4,3.2,2.4,2.5,2.8,2.5,2.6,2.88,2.6,2.55,2.75,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"516","SP2","20/03/04","Almeria","Las Palmas",3,0,"H",0,0,"D",2.37,2.5,3.25,2.4,2.5,3.2,2.4,2.3,3,2.4,2.5,3.2,2.45,2.5,3.2,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"517","SP2","20/03/04","Eibar","Poli Ejido",0,0,"D",0,0,"D",1.9,2.62,4.5,2,2.6,4.2,1.9,2.5,3.9,2,2.6,4.2,2.1,2.7,3.6,2.45,1.41,1.7,2.05,-0.25,NA,NA,NA,NA,NA,NA
"518","SP2","20/03/04","Getafe","Cordoba",1,0,"H",1,0,"H",1.9,2.62,4.5,2,2.6,4.2,1.9,2.4,4.2,2,2.6,4.2,1.95,2.7,4.2,2.1,1.56,1.8,1.91,-0.25,NA,NA,NA,NA,NA,NA
"519","SP2","20/03/04","Malaga B","Salamanca",2,2,"D",2,1,"H",2.3,2.5,3.4,2.45,2.55,3,2.3,2.3,3.2,2.5,2.5,3.1,2.5,2.6,2.95,2.45,1.41,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"520","SP2","21/03/04","Alaves","Recreativo",1,1,"D",0,0,"D",2.2,2.5,3.75,2.25,2.55,3.4,2.3,2.3,3.2,2.25,2.5,3.6,2.2,2.6,3.5,2.45,1.41,1.97,1.75,-0.25,NA,NA,NA,NA,NA,NA
"521","SP2","21/03/04","Cadiz","Algeciras",2,1,"H",2,0,"H",1.72,2.75,5.5,1.75,2.7,5.5,1.7,2.6,4.8,1.72,2.8,5.2,1.75,2.75,5.25,2.2,1.51,1.75,1.81,-0.5,NA,NA,NA,NA,NA,NA
"522","SP2","21/03/04","Ciudad de Murcia","Terrassa",2,2,"D",1,1,"D",2.25,2.5,3.6,2.3,2.5,3.4,2.2,2.5,3.1,2.25,2.6,3.4,2.2,2.55,3.6,2.3,1.46,1.7,2.05,0,NA,NA,NA,NA,NA,NA
"523","SP2","21/03/04","Leganes","Elche",2,0,"H",1,0,"H",2.6,2.5,2.9,2.6,2.5,2.9,2.4,2.4,2.9,2.5,2.5,3.1,2.6,2.5,2.95,2.3,1.46,1.73,2,0,NA,NA,NA,NA,NA,NA
"524","SP2","21/03/04","Numancia","Vallecano",1,0,"H",0,0,"D",1.72,2.75,5.5,1.7,2.9,5,1.7,2.6,4.8,1.61,3.1,5.5,1.75,2.8,5.1,2.3,1.46,1.95,1.77,-0.75,NA,NA,NA,NA,NA,NA
"525","SP2","21/03/04","Sp Gijon","Levante",1,2,"A",0,1,"A",2,2.62,4,2.05,2.55,3.9,2,2.4,3.8,2,2.7,4,2.1,2.6,3.8,2.3,1.46,2.05,1.54,-0.5,NA,NA,NA,NA,NA,NA
"526","SP2","21/03/04","Tenerife","Xerez",2,1,"H",2,1,"H",2.3,2.5,3.4,2.25,2.55,3.4,2.2,2.3,3.5,2.25,2.6,3.4,2.3,2.45,3.5,2.45,1.41,1.95,1.77,-0.25,NA,NA,NA,NA,NA,NA
"527","SP2","24/03/04","Alaves","Getafe",3,0,"H",1,0,"H",2.1,2.75,3.5,2.1,2.75,3.5,2,2.8,3.4,2.1,2.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","SP2","27/03/04","Las Palmas","Malaga B",1,1,"D",1,0,"H",2.25,2.625,3.4,2.25,2.55,3.4,2.3,2.4,3,2.2,2.6,3.5,2.25,2.5,3.6,1.74,1.85,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"529","SP2","27/03/04","Terrassa","Eibar",2,1,"H",1,0,"H",2.3,2.625,3.2,2.35,2.5,3.25,2.5,2.3,2.9,2.37,2.5,3.25,2.35,2.5,3.3,2.2,1.51,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"530","SP2","27/03/04","Vallecano","Ciudad de Murcia",2,0,"H",0,0,"D",2.375,2.5,3.3,2.3,2.5,3.3,2.2,2.4,3.2,2.37,2.5,3.25,2.4,2.6,3.1,NA,NA,2.3,1.42,-0.5,NA,NA,NA,NA,NA,NA
"531","SP2","28/03/04","Cordoba","Alaves",0,0,"D",0,0,"D",2.5,2.5,3.1,2.5,2.6,2.9,2.4,2.4,2.9,2.5,2.6,2.9,2.5,2.6,2.95,2.45,1.41,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"532","SP2","28/03/04","Elche","Numancia",1,1,"D",0,1,"A",2.625,2.625,2.75,2.55,2.5,2.95,2.5,2.4,2.8,2.6,2.5,2.9,2.65,2.5,2.9,2.45,1.41,1.75,1.97,0,NA,NA,NA,NA,NA,NA
"533","SP2","28/03/04","Leganes","Cadiz",0,1,"A",0,1,"A",2.3,2.625,3.2,2.35,2.6,3.1,2.2,2.4,3.2,2.37,2.6,3.1,2.5,2.6,2.95,2.45,1.41,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"534","SP2","28/03/04","Levante","Almeria",2,1,"H",0,0,"D",1.667,2.875,5.5,1.65,2.9,5.5,1.6,2.8,5,1.66,2.9,5.5,1.7,2.75,5.9,2.2,1.51,1.93,1.78,-0.75,NA,NA,NA,NA,NA,NA
"535","SP2","28/03/04","Poli Ejido","Tenerife",1,0,"H",1,0,"H",2.25,2.5,3.5,2.3,2.5,3.35,2.3,2.4,3,2.25,2.6,3.4,2.25,2.55,3.5,2.45,1.41,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"536","SP2","28/03/04","Recreativo","Algeciras",1,0,"H",1,0,"H",1.615,3,6,1.65,2.9,5.4,1.6,2.7,5.4,1.66,2.9,5.5,1.65,2.85,6,2.2,1.51,1.87,1.84,-0.75,NA,NA,NA,NA,NA,NA
"537","SP2","28/03/04","Salamanca","Getafe",0,1,"A",0,0,"D",2.375,2.6,3.1,2.45,2.5,3.1,2.3,2.3,3.2,2.4,2.5,3.2,2.35,2.5,3.3,2.2,1.51,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"538","SP2","28/03/04","Xerez","Sp Gijon",2,1,"H",1,0,"H",2.75,2.625,2.625,2.85,2.5,2.6,2.75,2.4,2.55,2.9,2.5,2.6,3.1,2.55,2.45,2.3,1.46,1.92,1.79,0,NA,NA,NA,NA,NA,NA
"539","SP2","03/04/04","Algeciras","Cordoba",0,1,"A",0,1,"A",2.875,2.5,2.625,2.75,2.6,2.6,2.7,2.4,2.6,2.75,2.6,2.62,2.65,2.65,2.65,2.37,1.43,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"540","SP2","03/04/04","Ciudad de Murcia","Elche",2,0,"H",0,0,"D",2.25,2.6,3.4,2.3,2.5,3.35,2.2,2.4,3.3,2.3,2.5,3.4,2.35,2.5,3.25,NA,NA,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"541","SP2","03/04/04","Eibar","Vallecano",5,0,"H",1,0,"H",2,2.6,4,2.1,2.5,3.9,1.9,2.6,3.7,2,2.7,4,2.1,2.6,3.7,2.37,1.43,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"542","SP2","03/04/04","Getafe","Las Palmas",3,0,"H",0,0,"D",1.727,2.875,5,1.75,2.8,4.8,1.7,2.7,4.5,1.75,2.8,5,1.8,2.85,4.4,2.2,1.51,1.75,1.77,-0.5,NA,NA,NA,NA,NA,NA
"543","SP2","03/04/04","Malaga B","Levante",1,5,"A",1,2,"A",2.875,2.5,2.625,2.75,2.6,2.6,2.7,2.4,2.6,2.8,2.6,2.6,2.85,2.5,2.6,2.2,1.51,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"544","SP2","04/04/04","Alaves","Salamanca",1,0,"H",0,0,"D",1.909,2.625,4.5,1.9,2.6,4.5,1.85,2.5,4.2,1.9,2.62,4.5,2,2.65,3.9,2.6,1.36,1.9,1.65,-0.5,NA,NA,NA,NA,NA,NA
"545","SP2","04/04/04","Almeria","Xerez",1,2,"A",1,1,"D",2.375,2.375,3.5,2.35,2.5,3.3,2.4,2.4,2.9,2.3,2.5,3.4,2.35,2.45,3.35,2.2,1.51,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"546","SP2","04/04/04","Cadiz","Recreativo",3,1,"H",1,0,"H",2.25,2.5,3.6,2.3,2.5,3.35,2.2,2.4,3.3,2.3,2.5,3.4,2.3,2.5,3.35,2.37,1.43,2.05,1.7,-0.25,NA,NA,NA,NA,NA,NA
"547","SP2","04/04/04","Numancia","Leganes",3,0,"H",0,0,"D",1.667,2.875,5.5,1.7,2.85,5.2,1.6,2.8,5,1.7,2.87,5.25,1.75,2.85,4.8,2.3,1.46,1.95,1.77,-0.75,NA,NA,NA,NA,NA,NA
"548","SP2","04/04/04","Sp Gijon","Poli Ejido",1,0,"H",0,0,"D",1.727,2.625,6,1.7,2.85,5.2,1.7,2.6,4.8,1.7,2.8,5.5,1.75,2.65,5.5,2.3,1.46,1.95,1.77,-0.75,NA,NA,NA,NA,NA,NA
"549","SP2","04/04/04","Tenerife","Terrassa",0,0,"D",0,0,"D",2.2,2.625,3.4,2.25,2.6,3.3,2,2.55,3.5,2.2,2.6,3.5,2.25,2.6,3.3,2.37,1.43,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"550","SP2","10/04/04","Numancia","Cadiz",2,0,"H",1,0,"H",1.833,2.75,4.5,1.9,2.7,4.3,1.85,2.6,4,1.9,2.7,4.33,1.95,2.7,4.2,2.2,1.51,1.9,1.66,-0.5,NA,NA,NA,NA,NA,NA
"551","SP2","10/04/04","Poli Ejido","Almeria",1,2,"A",1,2,"A",2.2,2.625,3.5,2.1,2.55,3.8,2,2.4,3.8,2.1,2.62,3.75,2.2,2.5,3.7,2.2,1.51,2.1,1.53,-0.5,NA,NA,NA,NA,NA,NA
"552","SP2","10/04/04","Terrassa","Sp Gijon",1,0,"H",1,0,"H",2.75,2.625,2.625,2.8,2.5,2.7,2.7,2.4,2.6,2.75,2.62,2.62,2.75,2.55,2.7,2.1,1.56,1.32,2.7,0.5,NA,NA,NA,NA,NA,NA
"553","SP2","10/04/04","Vallecano","Tenerife",1,1,"D",1,0,"H",2.2,2.5,3.75,2.1,2.55,3.75,2.2,2.4,3.3,2.2,2.6,3.5,2.25,2.5,3.55,2.2,1.51,2.1,1.52,-0.5,NA,NA,NA,NA,NA,NA
"554","SP2","11/04/04","Cordoba","Recreativo",1,2,"A",1,1,"D",2.4,2.5,3.25,2.45,2.45,3.15,2.4,2.3,3,2.4,2.5,3.2,2.6,2.45,3,NA,NA,2.45,1.38,-0.5,NA,NA,NA,NA,NA,NA
"555","SP2","11/04/04","Elche","Eibar",2,0,"H",1,0,"H",2.2,2.625,3.5,2.3,2.55,3.3,2.2,2.4,3.3,2.3,2.6,3.25,2.35,2.55,3.3,2.2,1.51,2.3,1.44,-0.5,NA,NA,NA,NA,NA,NA
"556","SP2","11/04/04","Las Palmas","Alaves",1,2,"A",0,1,"A",2.75,2.5,2.75,2.75,2.55,2.65,2.65,2.4,2.65,2.75,2.6,2.62,2.75,2.55,2.7,2.2,1.51,1.32,2.65,0.5,NA,NA,NA,NA,NA,NA
"557","SP2","11/04/04","Leganes","Ciudad de Murcia",0,0,"D",0,0,"D",2.5,2.5,3.1,2.4,2.6,3.1,2.3,2.4,3,2.4,2.6,3.1,2.45,2.6,3,2.3,1.46,2.4,1.41,-0.5,NA,NA,NA,NA,NA,NA
"558","SP2","11/04/04","Levante","Getafe",1,1,"D",0,0,"D",2,2.7,4,1.95,2.65,4.25,1.9,2.5,4,2,2.7,4,1.95,2.6,4.4,2,1.61,1.95,1.63,-0.5,NA,NA,NA,NA,NA,NA
"559","SP2","11/04/04","Salamanca","Algeciras",1,0,"H",1,0,"H",1.667,2.875,5.5,1.65,3,5.35,NA,NA,NA,1.7,3,4.8,1.7,2.9,5.3,NA,NA,1.65,1.92,-0.5,NA,NA,NA,NA,NA,NA
"560","SP2","11/04/04","Xerez","Malaga B",2,1,"H",1,1,"D",2.1,2.625,3.75,2.1,2.6,3.7,2.2,2.4,3.3,2.1,2.62,3.75,2.1,2.6,3.8,2.1,1.56,2.1,1.53,-0.5,NA,NA,NA,NA,NA,NA
