"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA"
"232","SP2","27/01/01","Betis","Compostela",2,0,"H",1,0,"H",1.4,3.6,7.1,1.45,3.5,5
"233","SP2","28/01/01","Badajoz","Recreativo",1,1,"D",1,0,"H",2.15,2.8,3.25,1.9,3,3.1
"234","SP2","28/01/01","Cordoba","Getafe",4,1,"H",3,1,"H",1.75,3.1,4.25,1.7,2.9,4.1
"235","SP2","28/01/01","Eibar","Lleida",2,0,"H",0,0,"D",1.7,3.2,4.4,1.6,3,4.5
"236","SP2","28/01/01","Extremadura","Leganes",0,3,"A",0,3,"A",1.85,3,3.85,1.75,2.9,3.8
"237","SP2","28/01/01","Murcia","Sevilla",1,1,"D",1,1,"D",2.7,2.85,2.4,2.6,2.8,2.3
"238","SP2","28/01/01","Ferrol","Jaen",1,1,"D",0,0,"D",2.12,3,3.05,1.9,3,3.1
"239","SP2","28/01/01","Salamanca","Elche",2,0,"H",0,0,"D",1.65,3.2,4.7,1.6,3,4.5
"240","SP2","28/01/01","Tenerife","Albacete",1,0,"H",0,0,"D",1.72,3.2,4.2,1.65,2.9,4.2
"241","SP2","28/01/01","U.Las Palmas","Sp Gijon",0,2,"A",0,1,"A",2.85,2.8,2.35,2.4,2.8,2.5
"242","SP2","03/02/01","Recreativo","Ath Madrid",1,1,"D",0,0,"D",2.2,2.7,3.3,2.1,2.8,3
"243","SP2","04/02/01","Albacete","Extremadura",2,1,"H",1,1,"D",1.92,3,3.6,1.85,2.8,3.5
"244","SP2","04/02/01","Compostela","Ferrol",0,5,"A",0,0,"D",2,2.8,3.6,1.8,2.9,3.6
"245","SP2","04/02/01","Elche","Betis",1,1,"D",1,0,"H",3.15,2.8,2.2,3,2.8,2.1
"246","SP2","04/02/01","Getafe","U.Las Palmas",0,0,"D",0,0,"D",1.83,2.95,4,1.85,2.8,3.5
"247","SP2","04/02/01","Jaen","Badajoz",0,0,"D",0,0,"D",2.3,2.75,3,2.3,2.8,2.6
"248","SP2","04/02/01","Leganes","Eibar",1,1,"D",0,0,"D",2.42,2.75,2.8,2.4,2.8,2.5
"249","SP2","04/02/01","Levante","Cordoba",2,1,"H",0,1,"A",2.2,2.65,3.3,2.1,2.8,3
"250","SP2","04/02/01","Lleida","Murcia",0,1,"A",0,0,"D",2.45,2.75,2.8,2.3,2.8,2.6
"251","SP2","04/02/01","Sevilla","Salamanca",2,0,"H",1,0,"H",1.85,2.95,4,1.7,2.9,4
"252","SP2","04/02/01","Sp Gijon","Tenerife",0,0,"D",0,0,"D",2.55,2.75,2.65,2.3,2.8,2.6
"253","SP2","10/02/01","Sevilla","Elche",1,1,"D",0,0,"D",1.38,3.6,7.8,1.4,3.2,6
"254","SP2","11/02/01","Ath Madrid","Jaen",5,0,"H",1,0,"H",1.66,3.1,5,1.6,3,4.5
"255","SP2","11/02/01","Badajoz","Compostela",2,1,"H",2,0,"H",1.68,3.05,4.8,1.7,2.9,4
"256","SP2","11/02/01","Cordoba","Recreativo",1,3,"A",1,1,"D",2.1,2.9,3.2,2,2.8,3.1
"257","SP2","11/02/01","Eibar","Albacete",0,0,"D",0,0,"D",2,2.9,3.45,1.9,2.8,3.3
"258","SP2","11/02/01","Extremadura","Sp Gijon",1,2,"A",0,0,"D",2.2,2.9,3,2,2.8,3.1
"259","SP2","11/02/01","Murcia","Leganes",2,2,"D",0,1,"A",2.05,2.9,3.3,2,2.8,3.1
"260","SP2","11/02/01","Ferrol","Betis",0,1,"A",0,1,"A",2.9,2.9,2.25,2.8,2.8,2.2
"261","SP2","11/02/01","Salamanca","Lleida",2,0,"H",1,0,"H",1.44,3.4,6.8,1.45,3.2,5.5
"262","SP2","11/02/01","Tenerife","Getafe",3,0,"H",0,0,"D",1.42,3.4,7.5,1.4,3.6,5.5
"263","SP2","11/02/01","U.Las Palmas","Levante",2,2,"D",2,0,"H",2.65,2.8,2.5,2.5,2.7,2.5
"264","SP2","17/02/01","Compostela","Ath Madrid",2,3,"A",2,0,"H",2.68,2.85,2.43,2.5,2.8,2.4
"265","SP2","17/02/01","Jaen","Cordoba",0,0,"D",0,0,"D",2.2,2.85,3.05,2.3,2.8,2.6
"266","SP2","17/02/01","Recreativo","U.Las Palmas",4,1,"H",2,0,"H",1.55,3.25,5.5,NA,NA,NA
"267","SP2","18/02/01","Albacete","Murcia",2,1,"H",1,0,"H",2.03,2.9,3.37,1.85,2.8,3.5
"268","SP2","18/02/01","Betis","Badajoz",1,1,"D",0,1,"A",1.5,3.25,6.3,1.45,3.2,5.5
"269","SP2","18/02/01","Elche","Ferrol",2,0,"H",1,0,"H",2.22,3,2.85,2.2,2.8,2.8
"270","SP2","18/02/01","Getafe","Extremadura",0,1,"A",0,0,"D",2.27,2.85,2.9,2.2,2.8,2.8
"271","SP2","18/02/01","Leganes","Salamanca",0,1,"A",0,0,"D",2.77,2.8,2.4,2.4,2.9,2.4
"272","SP2","18/02/01","Levante","Tenerife",2,0,"H",0,0,"D",2.62,2.8,2.52,2.4,2.8,2.4
"273","SP2","18/02/01","Lleida","Sevilla",0,1,"A",0,0,"D",3.67,2.9,1.95,3.2,2.9,1.9
"274","SP2","18/02/01","Sp Gijon","Eibar",0,0,"D",0,0,"D",1.95,2.9,3.6,1.85,2.8,3.5
"275","SP2","21/02/01","Ferrol","Albacete",3,2,"H",1,1,"D",NA,NA,NA,NA,NA,NA
"276","SP2","24/02/01","Eibar","Getafe",0,0,"D",0,0,"D",1.67,3.15,4.55,1.6,3,4.5
"277","SP2","24/02/01","Lleida","Elche",1,1,"D",1,0,"H",2.25,2.95,2.85,2.3,2.8,2.8
"278","SP2","24/02/01","Tenerife","Recreativo",1,1,"D",0,1,"A",1.72,3,4.55,1.7,2.9,4
"279","SP2","25/02/01","Ath Madrid","Betis",2,1,"H",1,1,"D",2.2,2.92,2.95,2.3,2.8,2.6
"280","SP2","25/02/01","Badajoz","Ferrol",1,0,"H",0,0,"D",1.77,3,4.25,1.8,2.8,3.7
"281","SP2","25/02/01","Cordoba","Compostela",0,0,"D",0,0,"D",1.67,3.15,4.55,1.65,2.9,4.2
"282","SP2","25/02/01","Extremadura","Levante",2,1,"H",2,0,"H",2.35,2.8,2.85,2.4,2.8,2.5
"283","SP2","25/02/01","Murcia","Sp Gijon",5,0,"H",0,0,"D",2.25,2.95,2.85,2.3,2.8,2.6
"284","SP2","25/02/01","Salamanca","Albacete",1,2,"A",0,1,"A",1.7,3.1,4.5,1.65,2.9,4.2
"285","SP2","25/02/01","Sevilla","Leganes",4,2,"H",3,2,"H",1.4,3.6,7,1.35,3.8,6.2
"286","SP2","25/02/01","U.Las Palmas","Jaen",0,0,"D",0,0,"D",2.22,2.95,2.9,2.3,2.8,2.6
"287","SP2","03/03/01","Betis","Cordoba",1,1,"D",1,0,"H",1.45,3.45,6.5,1.4,3.3,6
"288","SP2","03/03/01","Compostela","U.Las Palmas",0,0,"D",0,0,"D",1.75,3.1,4.15,1.8,2.7,4
"289","SP2","03/03/01","Levante","Eibar",0,0,"D",0,0,"D",1.9,2.95,3.7,1.9,2.8,3.3
"290","SP2","04/03/01","Albacete","Sevilla",2,1,"H",1,1,"D",2.45,2.85,2.66,2.5,2.8,2.4
"291","SP2","04/03/01","Elche","Badajoz",0,0,"D",0,0,"D",2.3,2.8,2.8,2.4,2.8,2.5
"292","SP2","04/03/01","Getafe","Murcia",4,0,"H",2,0,"H",2.35,2.85,2.8,2.4,2.8,2.5
"293","SP2","04/03/01","Jaen","Tenerife",0,0,"D",0,0,"D",2.75,2.85,2.3,2.6,2.8,2.3
"294","SP2","04/03/01","Leganes","Lleida",0,0,"D",0,0,"D",1.75,3,4.35,1.75,2.8,4
"295","SP2","04/03/01","Ferrol","Ath Madrid",0,2,"A",0,0,"D",2.62,2.85,2.4,2.5,2.9,2.3
"296","SP2","04/03/01","Recreativo","Extremadura",3,1,"H",1,0,"H",1.75,3,4.1,1.7,2.8,4.3
"297","SP2","04/03/01","Sp Gijon","Salamanca",2,0,"H",0,0,"D",2.2,2.85,2.92,2.3,2.8,2.6
"298","SP2","10/03/01","Ath Madrid","Badajoz",2,0,"H",1,0,"H",1.67,3,4.9,1.65,2.9,4.4
"299","SP2","10/03/01","Sevilla","Sp Gijon",1,1,"D",0,1,"A",1.55,3.25,5.5,1.55,3.1,4.8
"300","SP2","11/03/01","Cordoba","Ferrol",0,1,"A",0,1,"A",1.77,3,4.25,1.7,3.1,3.8
"301","SP2","11/03/01","Eibar","Recreativo",2,1,"H",1,1,"D",2.45,2.7,2.8,2.3,2.6,2.8
"302","SP2","11/03/01","Extremadura","Jaen",2,0,"H",0,0,"D",1.83,2.95,4,1.75,2.9,3.8
"303","SP2","11/03/01","Leganes","Elche",2,0,"H",1,0,"H",2.3,2.75,2.97,2.3,2.6,2.8
"304","SP2","11/03/01","Lleida","Albacete",1,2,"A",1,1,"D",2.8,2.85,2.35,2.7,2.7,2.3
"305","SP2","11/03/01","Murcia","Levante",2,0,"H",2,0,"H",2.2,2.75,3.15,2.3,2.6,2.8
"306","SP2","11/03/01","Salamanca","Getafe",4,2,"H",2,1,"H",1.47,3.4,6.2,1.5,3.3,4.8
"307","SP2","11/03/01","Tenerife","Compostela",4,0,"H",3,0,"H",1.42,3.5,6.85,1.45,3.3,5.5
"308","SP2","11/03/01","U.Las Palmas","Betis",1,1,"D",0,0,"D",3.7,2.95,1.9,3.2,2.7,2
"309","SP2","17/03/01","Badajoz","Cordoba",0,0,"D",0,0,"D",1.75,3.25,4,1.8,2.7,3.9
"310","SP2","17/03/01","Elche","Ath Madrid",2,1,"H",1,0,"H",3.1,2.85,2.2,2.8,2.8,2.2
"311","SP2","18/03/01","Albacete","Leganes",0,0,"D",0,0,"D",1.55,3.25,5.5,1.6,2.9,4.7
"312","SP2","18/03/01","Betis","Tenerife",0,2,"A",0,1,"A",2,3,3.35,1.85,2.8,3.5
"313","SP2","18/03/01","Compostela","Extremadura",3,2,"H",1,1,"D",2.35,2.8,2.9,2.3,2.8,2.6
"314","SP2","18/03/01","Getafe","Sevilla",0,1,"A",0,1,"A",3.35,3,2,3.1,2.8,2
"315","SP2","18/03/01","Jaen","Eibar",1,0,"H",1,0,"H",2.3,2.8,3,2.3,2.8,2.6
"316","SP2","18/03/01","Levante","Salamanca",2,0,"H",0,0,"D",2.35,2.8,2.9,2.3,2.8,2.6
"317","SP2","18/03/01","Ferrol","U.Las Palmas",1,2,"A",0,1,"A",1.8,3,4.2,1.7,2.8,4.2
"318","SP2","18/03/01","Recreativo","Murcia",4,1,"H",1,1,"D",1.75,3.1,4.25,1.8,2.8,3.8
"319","SP2","18/03/01","Sp Gijon","Lleida",1,2,"A",0,1,"A",1.45,3.5,6.5,1.45,3,6
"320","SP2","24/03/01","Cordoba","Ath Madrid",1,1,"D",0,1,"A",2.75,2.8,2.45,2.4,2.9,2.4
"321","SP2","25/03/01","Albacete","Elche",2,0,"H",0,0,"D",1.6,3,5.85,1.6,3,4.5
"322","SP2","25/03/01","Eibar","Compostela",0,0,"D",0,0,"D",1.65,3,5.25,1.65,3,4.2
"323","SP2","25/03/01","Extremadura","Betis",1,0,"H",1,0,"H",2.7,2.6,2.65,2.45,2.8,2.45
"324","SP2","25/03/01","Leganes","Sp Gijon",0,1,"A",0,1,"A",2.4,2.65,3,2.3,2.8,2.6
"325","SP2","25/03/01","Lleida","Getafe",1,2,"A",1,0,"H",2.2,2.75,3.2,2.1,2.8,3
"326","SP2","25/03/01","Murcia","Jaen",2,2,"D",0,2,"A",1.75,2.95,4.6,1.7,2.9,4.2
"327","SP2","25/03/01","Salamanca","Recreativo",0,1,"A",0,0,"D",2,2.75,3.75,2,2.8,3.1
"328","SP2","25/03/01","Sevilla","Levante",3,2,"H",2,1,"H",1.5,3.2,6.5,1.55,3,5
"329","SP2","25/03/01","Tenerife","Ferrol",1,1,"D",1,0,"H",1.4,3.5,7.5,1.4,3.6,5.5
"330","SP2","25/03/01","U.Las Palmas","Badajoz",1,1,"D",1,0,"H",2.65,2.6,2.72,2.45,2.8,2.45
"331","SP2","31/03/01","Ath Madrid","U.Las Palmas",2,0,"H",0,0,"D",1.35,3.9,7.5,1.35,3.5,7
"332","SP2","31/03/01","Elche","Cordoba",1,2,"A",1,0,"H",2.15,2.75,3.3,2.1,2.8,3
"333","SP2","31/03/01","Getafe","Leganes",0,1,"A",0,1,"A",2.2,2.75,3.2,2.3,2.8,2.6
"334","SP2","31/03/01","Ferrol","Extremadura",1,1,"D",0,1,"A",2.24,2.7,3.2,2.3,2.8,2.6
"335","SP2","01/04/01","Badajoz","Tenerife",1,2,"A",0,0,"D",2.5,2.65,2.8,2.4,2.7,2.6
"336","SP2","01/04/01","Betis","Eibar",1,0,"H",1,0,"H",1.55,3.3,5.5,1.55,3,5
"337","SP2","01/04/01","Compostela","Murcia",2,0,"H",1,0,"H",2.25,2.75,3.15,2.2,2.8,2.8
"338","SP2","01/04/01","Jaen","Salamanca",2,1,"H",1,0,"H",2.55,2.75,2.65,2.5,2.7,2.5
"339","SP2","01/04/01","Levante","Lleida",3,2,"H",2,1,"H",1.5,3.5,5.5,1.55,3,5
"340","SP2","01/04/01","Recreativo","Sevilla",1,1,"D",0,0,"D",2.45,2.65,2.9,2.4,2.7,2.6
"341","SP2","01/04/01","Sp Gijon","Albacete",4,2,"H",1,1,"D",2.2,2.75,3.2,2.1,2.8,3
"342","SP2","07/04/01","Lleida","Recreativo",0,0,"D",0,0,"D",3.25,2.9,2.1,3,2.8,2.1
"343","SP2","07/04/01","Sevilla","Jaen",0,1,"A",0,0,"D",1.37,3.7,7.75,1.4,3.3,6
"344","SP2","07/04/01","U.Las Palmas","Cordoba",0,2,"A",0,1,"A",2.57,2.62,2.8,2.45,2.8,2.45
"345","SP2","08/04/01","Albacete","Getafe",2,1,"H",0,1,"A",1.47,3.4,6.5,1.5,3.2,5
"346","SP2","08/04/01","Eibar","Ferrol",1,1,"D",1,1,"D",1.75,3,4.45,1.8,2.9,3.6
"347","SP2","08/04/01","Extremadura","Badajoz",1,0,"H",1,0,"H",2.1,2.75,3.45,2,2.8,3.1
"348","SP2","08/04/01","Leganes","Levante",1,0,"H",0,0,"D",2.55,2.5,2.95,2.3,2.7,2.7
"349","SP2","08/04/01","Murcia","Betis",1,3,"A",0,1,"A",2.67,2.55,2.75,2.5,2.8,2.4
"350","SP2","08/04/01","Salamanca","Compostela",1,2,"A",1,0,"H",1.55,3.3,5.55,1.6,3,4.5
"351","SP2","08/04/01","Sp Gijon","Elche",2,1,"H",1,0,"H",1.65,3.1,5,1.6,3,4.5
"352","SP2","08/04/01","Tenerife","Ath Madrid",1,2,"A",0,1,"A",2,2.9,3.55,2.1,2.8,3
"353","SP2","14/04/01","Compostela","Sevilla",0,2,"A",0,1,"A",NA,NA,NA,NA,NA,NA
"354","SP2","14/04/01","Cordoba","Tenerife",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA
"355","SP2","15/04/01","Ath Madrid","Extremadura",2,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA
"356","SP2","15/04/01","Badajoz","Eibar",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA
"357","SP2","15/04/01","Betis","Salamanca",2,1,"H",1,1,"D",NA,NA,NA,NA,NA,NA
"358","SP2","15/04/01","Elche","U.Las Palmas",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA
"359","SP2","15/04/01","Getafe","Sp Gijon",3,1,"H",2,0,"H",NA,NA,NA,NA,NA,NA
"360","SP2","15/04/01","Jaen","Lleida",2,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA
"361","SP2","15/04/01","Levante","Albacete",0,0,"D",0,0,"D",NA,NA,NA,NA,NA,NA
"362","SP2","15/04/01","Ferrol","Murcia",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA
"363","SP2","15/04/01","Recreativo","Leganes",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA
"364","SP2","21/04/01","Leganes","Jaen",0,0,"D",0,0,"D",2.1,2.8,3.35,2.1,2.8,3
"365","SP2","21/04/01","Tenerife","U.Las Palmas",2,0,"H",0,0,"D",1.37,3.75,7.25,1.4,3.6,5.5
"366","SP2","22/04/01","Albacete","Recreativo",0,2,"A",0,1,"A",2,2.75,3.7,2,2.8,3.1
"367","SP2","22/04/01","Eibar","Ath Madrid",2,1,"H",2,0,"H",3.15,2.7,2.25,3,2.8,2.1
"368","SP2","22/04/01","Extremadura","Cordoba",1,0,"H",0,0,"D",2.2,2.65,3.3,2.2,2.8,2.8
"369","SP2","22/04/01","Getafe","Elche",1,1,"D",1,1,"D",2.15,2.7,3.4,2,2.8,3.1
"370","SP2","22/04/01","Lleida","Compostela",1,2,"A",1,1,"D",2.55,2.75,2.65,2.45,2.8,2.45
"371","SP2","22/04/01","Murcia","Badajoz",0,0,"D",0,0,"D",2.2,2.65,3.3,2.2,2.8,2.8
"372","SP2","22/04/01","Salamanca","Ferrol",1,1,"D",1,1,"D",1.75,3,4.4,1.8,3,3.5
"373","SP2","22/04/01","Sevilla","Betis",1,1,"D",1,0,"H",2.2,2.8,3.1,2.4,2.8,2.5
"374","SP2","22/04/01","Sp Gijon","Levante",1,2,"A",1,0,"H",1.85,2.8,4.25,1.8,3,3.5
"375","SP2","28/04/01","Ath Madrid","Murcia",0,3,"A",0,1,"A",NA,NA,NA,NA,NA,NA
"376","SP2","28/04/01","Badajoz","Salamanca",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA
"377","SP2","28/04/01","Betis","Lleida",4,1,"H",2,1,"H",NA,NA,NA,NA,NA,NA
"378","SP2","28/04/01","Compostela","Leganes",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA
"379","SP2","29/04/01","Cordoba","Eibar",2,0,"H",0,0,"D",1.85,2.85,4.2,1.9,2.8,3.3
"380","SP2","29/04/01","Elche","Tenerife",0,2,"A",0,0,"D",3.33,2.75,2.15,2.8,2.8,2.2
"381","SP2","29/04/01","Jaen","Albacete",3,0,"H",1,0,"H",2.2,2.75,3.2,2.2,2.8,2.8
"382","SP2","29/04/01","Levante","Getafe",3,3,"D",1,2,"A",1.7,3,4.8,1.65,2.9,4.2
"383","SP2","29/04/01","Ferrol","Sevilla",1,1,"D",1,0,"H",3.45,2.7,2.12,3.1,2.8,2
"384","SP2","29/04/01","Recreativo","Sp Gijon",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA
"385","SP2","29/04/01","U.Las Palmas","Extremadura",1,0,"H",0,0,"D",2.67,2.7,2.6,2.45,2.8,2.45
"386","SP2","05/05/01","Eibar","U.Las Palmas",3,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA
"387","SP2","05/05/01","Getafe","Recreativo",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA
"388","SP2","05/05/01","Levante","Elche",3,3,"D",1,1,"D",NA,NA,NA,NA,NA,NA
"389","SP2","05/05/01","Lleida","Ferrol",0,1,"A",0,1,"A",NA,NA,NA,NA,NA,NA
"390","SP2","06/05/01","Albacete","Compostela",2,0,"H",1,0,"H",1.6,3.2,5,1.55,3.1,4.7
"391","SP2","06/05/01","Extremadura","Tenerife",1,0,"H",1,0,"H",2.75,2.85,2.4,2.45,2.8,2.45
"392","SP2","06/05/01","Leganes","Betis",1,1,"D",1,0,"H",3,2.9,2.2,3.1,2.7,2.1
"393","SP2","06/05/01","Murcia","Cordoba",0,0,"D",0,0,"D",2.15,2.85,3.15,2.3,2.7,2.7
"394","SP2","06/05/01","Salamanca","Ath Madrid",1,3,"A",0,2,"A",2.5,2.85,2.6,2.5,2.7,2.5
"395","SP2","06/05/01","Sevilla","Badajoz",5,2,"H",2,0,"H",1.4,3.5,7.25,1.45,3,6
"396","SP2","06/05/01","Sp Gijon","Jaen",1,0,"H",0,0,"D",1.75,3.1,4.15,1.75,2.9,3.8
"397","SP2","12/05/01","Ath Madrid","Sevilla",2,0,"H",0,0,"D",2.1,2.8,3.3,2.2,2.8,2.8
"398","SP2","13/05/01","Badajoz","Lleida",1,0,"H",1,0,"H",1.5,3.15,6.4,1.4,3.6,5.5
"399","SP2","13/05/01","Betis","Albacete",1,2,"A",0,1,"A",1.58,3.1,5.5,1.6,3.2,4.2
"400","SP2","13/05/01","Compostela","Sp Gijon",1,2,"A",0,1,"A",2.28,2.7,3.1,2.4,2.8,2.5
"401","SP2","13/05/01","Cordoba","Salamanca",1,1,"D",1,0,"H",2.05,2.8,3.5,2,2.8,3.1
"402","SP2","13/05/01","Elche","Extremadura",3,1,"H",1,0,"H",2.15,2.8,3.2,2.3,2.8,2.6
"403","SP2","13/05/01","Jaen","Getafe",3,1,"H",1,0,"H",1.85,2.9,4,1.7,2.9,4
"404","SP2","13/05/01","Ferrol","Leganes",1,0,"H",0,0,"D",2.25,2.6,3.3,2.1,2.8,3
"405","SP2","13/05/01","Recreativo","Levante",1,1,"D",1,1,"D",1.7,2.8,5.2,1.75,2.7,4.2
"406","SP2","13/05/01","Tenerife","Eibar",0,0,"D",0,0,"D",1.4,3.5,7.05,1.45,3.5,5
"407","SP2","13/05/01","U.Las Palmas","Murcia",2,1,"H",1,0,"H",2.45,2.8,2.7,2.4,2.7,2.6
"408","SP2","19/05/01","Getafe","Compostela",2,1,"H",0,0,"D",NA,NA,NA,NA,NA,NA
"409","SP2","19/05/01","Murcia","Tenerife",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA
"410","SP2","19/05/01","Sp Gijon","Betis",1,2,"A",1,1,"D",NA,NA,NA,NA,NA,NA
"411","SP2","20/05/01","Albacete","Ferrol",1,0,"H",0,0,"D",1.57,3.4,4.8,1.55,3.2,4.7
"412","SP2","20/05/01","Eibar","Extremadura",0,0,"D",0,0,"D",2,2.55,4,1.9,2.8,3.3
"413","SP2","20/05/01","Leganes","Badajoz",0,0,"D",0,0,"D",2.05,2.5,4,2.1,2.7,3.1
"414","SP2","20/05/01","Levante","Jaen",2,2,"D",1,2,"A",1.95,2.8,3.7,1.9,2.8,3.3
"415","SP2","20/05/01","Lleida","Ath Madrid",1,1,"D",1,0,"H",NA,NA,NA,4.7,3.4,1.5
"416","SP2","20/05/01","Recreativo","Elche",0,0,"D",0,0,"D",1.52,3.3,5.5,1.45,3,6
"417","SP2","20/05/01","Salamanca","U.Las Palmas",4,0,"H",0,0,"D",1.55,3.4,5,1.55,3.2,4.7
"418","SP2","20/05/01","Sevilla","Cordoba",2,0,"H",1,0,"H",1.4,3.65,6.5,1.4,3.3,6
"419","SP2","26/05/01","Elche","Eibar",2,0,"H",1,0,"H",1.9,2.8,3.85,NA,NA,NA
"420","SP2","26/05/01","Jaen","Recreativo",3,1,"H",1,1,"D",2.75,2.7,2.45,2.5,2.8,2.4
"421","SP2","26/05/01","Ferrol","Sp Gijon",2,3,"A",0,1,"A",2.2,3,2.85,2.2,2.8,2.8
"422","SP2","26/05/01","U.Las Palmas","Sevilla",1,3,"A",1,2,"A",3.3,2.85,2.05,NA,NA,NA
"423","SP2","27/05/01","Ath Madrid","Leganes",1,0,"H",0,0,"D",1.35,3.65,6.5,1.35,3.8,6.2
"424","SP2","27/05/01","Badajoz","Albacete",0,0,"D",0,0,"D",2.63,2.75,2.5,NA,NA,NA
"425","SP2","27/05/01","Betis","Getafe",1,0,"H",0,0,"D",1.35,3.8,7.25,1.35,3.8,6.2
"426","SP2","27/05/01","Compostela","Levante",1,1,"D",0,0,"D",1.9,2.9,3.45,NA,NA,NA
"427","SP2","27/05/01","Cordoba","Lleida",3,0,"H",2,0,"H",1.45,3.45,6.35,NA,NA,NA
"428","SP2","27/05/01","Extremadura","Murcia",2,0,"H",1,0,"H",1.95,2.7,3.85,1.9,2.4,4
"429","SP2","27/05/01","Tenerife","Salamanca",1,1,"D",1,0,"H",1.45,3.45,5.6,1.45,3.5,5
"430","SP2","02/06/01","Levante","Betis",3,2,"H",2,0,"H",3.05,2.9,2.15,NA,NA,NA
"431","SP2","03/06/01","Albacete","Ath Madrid",0,1,"A",0,0,"D",2.35,3.05,2.57,2.3,2.9,2.5
"432","SP2","03/06/01","Getafe","Ferrol",1,2,"A",0,0,"D",2.17,2.85,3.02,NA,NA,NA
"433","SP2","03/06/01","Jaen","Elche",3,1,"H",0,1,"A",2.17,3.2,2.62,NA,NA,NA
"434","SP2","03/06/01","Leganes","Cordoba",4,0,"H",2,0,"H",1.82,2.95,3.95,NA,NA,NA
"435","SP2","03/06/01","Lleida","U.Las Palmas",4,2,"H",2,1,"H",2.3,2.77,2.9,NA,NA,NA
"436","SP2","03/06/01","Murcia","Eibar",1,0,"H",0,0,"D",1.85,2.95,3.8,1.8,2.9,3.6
"437","SP2","03/06/01","Recreativo","Compostela",2,0,"H",0,0,"D",1.67,3.15,4.45,NA,NA,NA
"438","SP2","03/06/01","Salamanca","Extremadura",1,2,"A",0,0,"D",1.82,2.95,3.95,1.8,2.9,3.6
"439","SP2","03/06/01","Sevilla","Tenerife",1,0,"H",0,0,"D",2.05,2.85,3.3,2,2.8,3.1
"440","SP2","03/06/01","Sp Gijon","Badajoz",1,0,"H",0,0,"D",1.75,2.85,4.55,NA,NA,NA
"441","SP2","09/06/01","Extremadura","Sevilla",1,1,"D",1,0,"H",2.55,2.85,2.5,NA,NA,NA
"442","SP2","10/06/01","Ath Madrid","Sp Gijon",1,0,"H",0,0,"D",1.33,3.8,7,1.3,4,7
"443","SP2","10/06/01","Badajoz","Getafe",2,2,"D",1,1,"D",1.8,3,3.9,NA,NA,NA
"444","SP2","10/06/01","Betis","Recreativo",1,0,"H",0,0,"D",1.6,3.2,4.6,1.45,3.5,5
"445","SP2","10/06/01","Compostela","Jaen",0,0,"D",0,0,"D",1.7,3.25,3.95,NA,NA,NA
"446","SP2","10/06/01","Cordoba","Albacete",1,4,"A",0,3,"A",2.45,2.8,2.6,NA,NA,NA
"447","SP2","10/06/01","Eibar","Salamanca",1,3,"A",0,0,"D",2.15,2.9,3,2,2.9,3
"448","SP2","10/06/01","Murcia","Elche",0,1,"A",0,1,"A",2.45,2.85,2.45,NA,NA,NA
"449","SP2","10/06/01","Ferrol","Levante",1,1,"D",1,1,"D",2.15,2.5,3.55,NA,NA,NA
"450","SP2","10/06/01","Tenerife","Lleida",3,2,"H",2,0,"H",1.15,5.3,11,1.15,5.5,11
"451","SP2","10/06/01","U.Las Palmas","Leganes",2,1,"H",1,1,"D",2.75,2.6,2.55,NA,NA,NA
"452","SP2","16/06/01","Lleida","Extremadura",2,2,"D",0,1,"A",2.85,2.75,2.35,NA,NA,NA
"453","SP2","16/06/01","Recreativo","Ferrol",1,2,"A",1,2,"A",1.6,3.1,5.15,NA,NA,NA
"454","SP2","16/06/01","Salamanca","Murcia",1,2,"A",0,1,"A",1.7,3.05,4.5,NA,NA,NA
"455","SP2","16/06/01","Sevilla","Eibar",2,1,"H",1,1,"D",1.4,3.6,6.65,NA,NA,NA
"456","SP2","17/06/01","Albacete","U.Las Palmas",2,3,"A",2,2,"D",1.37,3.7,7.2,NA,NA,NA
"457","SP2","17/06/01","Elche","Compostela",2,2,"D",1,2,"A",1.82,3.1,3.7,NA,NA,NA
"458","SP2","17/06/01","Getafe","Ath Madrid",0,1,"A",0,1,"A",NA,NA,NA,NA,NA,NA
"459","SP2","17/06/01","Jaen","Betis",0,2,"A",0,1,"A",NA,NA,NA,NA,NA,NA
"460","SP2","17/06/01","Leganes","Tenerife",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA
"461","SP2","17/06/01","Levante","Badajoz",2,1,"H",1,0,"H",2,2.65,3.8,NA,NA,NA
"462","SP2","17/06/01","Sp Gijon","Cordoba",2,2,"D",0,0,"D",1.72,3.05,4.3,NA,NA,NA
